0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	
1.00000000000000e+00	1.15535783300629e-01	8.56175091947352e-05	1.08456256030254e-01	6.43232788937034e-04	-1.24670329082306e-02	1.80083563386395e-01	-3.69400348957350e-03	-3.08087033616936e-01	7.96714389486925e-02	-1.37344035205513e-02	-6.74185347538014e-02	-7.19642692326454e-02	4.57880904922323e-05	6.70192785415856e-05	5.35840323931366e-07	0.00000000000000e+00	-7.44864442004244e-03	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	
2.00000000000000e+00	1.15549806559850e-01	8.61334037174931e-05	1.06964539123541e-01	6.28815080644105e-04	-1.26433950081299e-02	1.80086523959866e-01	-3.73372532398239e-03	-3.06209708606006e-01	7.93411050253482e-02	-1.39270724241899e-02	-6.74181682920342e-02	-7.19932858683963e-02	4.55049493485536e-05	6.67045354953086e-05	5.35892387336101e-07	0.00000000000000e+00	-7.49034068683638e-03	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	
3.00000000000000e+00	1.15574005094775e-01	8.66533565010624e-05	1.05503967396680e-01	6.14898592112222e-04	-1.28193174324442e-02	1.80090417496776e-01	-3.77385725410550e-03	-3.04347343678891e-01	7.90124398222431e-02	-1.41193543672438e-02	-6.74176270234987e-02	-7.20220746844530e-02	4.52242855331635e-05	6.63898687695078e-05	5.35944357852601e-07	0.00000000000000e+00	-7.53165395063916e-03	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	
4.00000000000000e+00	1.15607633300666e-01	8.71767547757184e-05	1.04073066464006e-01	6.01460105414373e-04	-1.29947538022325e-02	1.80095174742637e-01	-3.81437944152645e-03	-3.02499917003195e-01	7.86854443679512e-02	-1.43112477444171e-02	-6.74169237850313e-02	-7.20506461414381e-02	4.49460779031361e-05	6.60753081587653e-05	5.35996229862051e-07	0.00000000000000e+00	-7.57257487495762e-03	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	
5.00000000000000e+00	1.15649998492925e-01	8.77030307801009e-05	1.02670472872565e-01	5.88477878549773e-04	-1.31696628258841e-02	1.80100731482406e-01	-3.85527323812065e-03	-3.00667398314270e-01	7.83601194404883e-02	-1.45027512188291e-02	-6.74160704786716e-02	-7.20790099233857e-02	4.46703054839229e-05	6.57608832286996e-05	5.36047997865953e-07	0.00000000000000e+00	-7.61309541210134e-03	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	
6.00000000000000e+00	1.15700457058378e-01	8.82316585256957e-05	1.01294924728504e-01	5.75931525269914e-04	-1.33440079856938e-02	1.80107028154281e-01	-3.89652110004017e-03	-2.98849749687535e-01	7.80364655771472e-02	-1.46938636975952e-02	-6.74150781435878e-02	-7.21071749978078e-02	4.43969474711345e-05	6.54466233107427e-05	5.36099656485151e-07	0.00000000000000e+00	-7.65320869678752e-03	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	
7.00000000000000e+00	1.15758410889228e-01	8.87621508171725e-05	9.99452531415330e-02	5.63801906250951e-04	-1.35177572336734e-02	1.80114009494813e-01	-3.93810650938144e-03	-2.97046926244240e-01	7.77144830836882e-02	-1.48845843095579e-02	-6.74139570221302e-02	-7.21351496708581e-02	4.41259832319138e-05	6.51325574967203e-05	5.36151200458867e-07	0.00000000000000e+00	-7.69290895308180e-03	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	
8.00000000000000e+00	1.15823304080110e-01	8.92940565057471e-05	9.86203744170937e-02	5.52071030455810e-04	-1.36908826967886e-02	1.80121624212692e-01	-3.98001390246949e-03	-2.95258876796568e-01	7.73941720429345e-02	-1.50749123849743e-02	-6.74127166205109e-02	-7.21629416380073e-02	4.38573923059001e-05	6.48187146332675e-05	5.36202624643700e-07	0.00000000000000e+00	-7.73219140831227e-03	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	
9.00000000000000e+00	1.15894619869810e-01	8.98269579551572e-05	9.73192829309988e-02	5.40721965652179e-04	-1.38633603919735e-02	1.80129824688810e-01	-4.02222860412378e-03	-2.93485544437414e-01	7.70755323228196e-02	-1.52648474369786e-02	-6.74113657645643e-02	-7.21905580306118e-02	4.35911544058010e-05	6.45051233161114e-05	5.36253924012630e-07	0.00000000000000e+00	-7.77105221340415e-03	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	
