0.00000000000000e+00	-7.55966020000000e+01	3.35086800000000e-01	2.19191640000000e-04	7.16928090000000e+00	1.04748820000000e+02	0.00000000000000e+00	3.94925340000000e-04	1.70990110000000e-01	8.77798950000000e-01	3.09767490000000e-01	4.50577190000000e-01	1.53788280000000e-01	7.39543610000000e-01	1.24515980000000e-01	2.97549960000000e-02	6.40338500000000e-03	7.46802810000000e-01	2.67597830000000e-04	2.70195570000000e-04	7.56032900000000e-01	1.13120360000000e-02	1.65045110000000e-04	1.42153620000000e-02	
1.00000000000000e+00	-7.55964880246003e+01	3.35118088103658e-01	2.17885648216559e-04	7.16936000939319e+00	1.04748842445692e+02	0.00000000000000e+00	3.94831579116999e-04	1.72567949641764e-01	8.82492244688672e-01	3.05456497694681e-01	4.50587730951972e-01	1.52029873752066e-01	7.39627888301406e-01	1.25837872320418e-01	2.97552071539720e-02	6.49470437671488e-03	7.51422703600995e-01	2.67541118787025e-04	2.70197021725331e-04	7.60013720108551e-01	1.13767820246209e-02	1.64005929058232e-04	1.40469752582518e-02	
2.00000000000000e+00	-7.55959369699696e+01	3.35149332997866e-01	2.16590914574950e-04	7.16943821092830e+00	1.04748865144107e+02	0.00000000000000e+00	3.94770203365557e-04	1.74142764423363e-01	8.87026978432376e-01	3.01205622089334e-01	4.50592507796203e-01	1.50304806524588e-01	7.39694250615257e-01	1.27156915632997e-01	2.97570306234333e-02	6.58590154103327e-03	7.55951850619449e-01	2.67499411831842e-04	2.70218481117960e-04	7.63899444462631e-01	1.14417301532976e-02	1.62975925742199e-04	1.38809747012153e-02	
3.00000000000000e+00	-7.55949807009126e+01	3.35180531003998e-01	2.15307348001550e-04	7.16951551162633e+00	1.04748888088351e+02	0.00000000000000e+00	3.94738817243802e-04	1.75714549205729e-01	8.91406228567324e-01	2.97014060390289e-01	4.50591942666548e-01	1.48612505311323e-01	7.39744038166455e-01	1.28473103620680e-01	2.97603454560511e-02	6.67697366745140e-03	7.60391938409245e-01	2.67471593893648e-04	2.70258433071523e-04	7.67692225977190e-01	1.15068783498182e-02	1.61955022298140e-04	1.37173259796481e-02	
4.00000000000000e+00	-7.55936487537672e+01	3.35211678519432e-01	2.14034857633137e-04	7.16959191853377e+00	1.04748911271898e+02	0.00000000000000e+00	3.94735211935611e-04	1.77283299716681e-01	8.95633235846512e-01	2.92881016943674e-01	4.50586426228984e-01	1.46952401712701e-01	7.39778487581559e-01	1.29786430813234e-01	2.97650434086466e-02	6.76791814899756e-03	7.64744632653033e-01	2.67456636400755e-04	2.70315537312179e-04	7.71394173812980e-01	1.15722246089152e-02	1.60943141526760e-04	1.35559951307638e-02	
5.00000000000000e+00	-7.55919685159795e+01	3.35242772016992e-01	2.12773352857756e-04	7.16966743871562e+00	1.04748934688562e+02	0.00000000000000e+00	3.94757349248603e-04	1.78849012485306e-01	8.99711379610349e-01	2.88805703505924e-01	4.50576320248232e-01	1.45323932419741e-01	7.39798739647706e-01	1.31096892526240e-01	2.97710242867518e-02	6.85873258155371e-03	7.69011576673862e-01	2.67453590114245e-04	2.70388554297254e-04	7.75007353902662e-01	1.16377669542727e-02	1.59940206792981e-04	1.33969485837893e-02	
6.00000000000000e+00	-7.55899653914255e+01	3.35273808044384e-01	2.11522743351330e-04	7.16974207924899e+00	1.04748958332470e+02	0.00000000000000e+00	3.94803347105635e-04	1.80411684781454e-01	9.03644154500017e-01	2.84787339477441e-01	4.50561959900746e-01	1.43726539637862e-01	7.39805847291127e-01	1.32404484804710e-01	2.97781952961766e-02	6.94941474934805e-03	7.73194390863920e-01	2.67461578472467e-04	2.70476336776185e-04	7.78533789503233e-01	1.17035034366302e-02	1.58946142034237e-04	1.32401531644927e-02	
7.00000000000000e+00	-7.55876629522366e+01	3.35304783223618e-01	2.10282939110827e-04	7.16981584721737e+00	1.04748982198045e+02	0.00000000000000e+00	3.94871466416297e-04	1.81971314559933e-01	9.07435148682737e-01	2.80825152102931e-01	4.50543655872449e-01	1.42159671456302e-01	7.39800782847672e-01	1.33709204370950e-01	2.97864704523975e-02	7.03996261152827e-03	7.77294672218369e-01	2.67479791546776e-04	2.70577822304017e-04	7.81975461770912e-01	1.17694321319819e-02	1.57960871767267e-04	1.30855760987730e-02	
8.00000000000000e+00	-7.55850830782738e+01	3.35335694250416e-01	2.09053850484246e-04	7.16988874970522e+00	1.04749006279977e+02	0.00000000000000e+00	3.94960099179214e-04	1.83527900409027e-01	9.11088023567487e-01	2.76918376641677e-01	4.50521696269354e-01	1.40622782168353e-01	7.39784444690686e-01	1.35011048576343e-01	2.97957700414224e-02	7.13037428973189e-03	7.81313993963478e-01	2.67507480547185e-04	2.70692026424453e-04	7.85334310354985e-01	1.18355511398671e-02	1.56984321093378e-04	1.29331850153962e-02	
9.00000000000000e+00	-7.55822460852949e+01	3.35366537893617e-01	2.07835388197718e-04	7.16996079379320e+00	1.04749030573209e+02	0.00000000000000e+00	3.95067757684996e-04	1.85081441502963e-01	9.14606494990019e-01	2.73066256510632e-01	4.50496348362928e-01	1.39115332547150e-01	7.39757663275506e-01	1.36310015356725e-01	2.98060201272875e-02	7.22064805657600e-03	7.85253905269218e-01	2.67543952823360e-04	2.70818036456605e-04	7.88612234007453e-01	1.19018585817488e-02	1.56016415702262e-04	1.27829479479563e-02	
